"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"UCTT","Ultra Clean Holdings, Inc.","7.11","202308281.28","n/a","2004","Technology","Semiconductors","http://www.nasdaq.com/symbol/uctt",
"UTEK","Ultratech, Inc.","25.48","707685877.08","n/a","1993","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/utek",
"UNTD","United Online, Inc.","8.37","774491249.7","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/untd",
"UNTDV","United Online, Inc.","13.37","0","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/untdv",
"UPIP","Unwired Planet, Inc.","1.85","199591998.95","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/upip",
"VCLK","ValueClick, Inc.","19.89","1477808482.41","n/a","2000","Technology","Advertising","http://www.nasdaq.com/symbol/vclk",
"VDSI","VASCO Data Security International, Inc.","7.53","297237292.32","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/vdsi",
"VECO","Veeco Instruments Inc.","34.44","1348554474.96","n/a","1994","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/veco",
"VELT","Velti plc","0.26","23607002.12","n/a","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/velt",
"VRNT","Verint Systems Inc.","37.85","2018179486.7","n/a","2002","Technology","EDP Services","http://www.nasdaq.com/symbol/vrnt",
"VRSN","VeriSign, Inc.","53.08","7621270244.08","n/a","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/vrsn",
"VRSK","Verisk Analytics, Inc.","68.69","11534111917.05","n/a","2009","Technology","EDP Services","http://www.nasdaq.com/symbol/vrsk",
"VSAT","ViaSat, Inc.","66.66","3029031066.6","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/vsat",
"VIAS","Viasystems Group, Inc.","15.11","313745702.1","n/a","1995","Technology","Electrical Products","http://www.nasdaq.com/symbol/vias",
"VIMC","Vimicro International Corporation","2.19","50763571.47","23179713","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/vimc",
"VRTU","Virtusa Corporation","31.92","836734153.92","n/a","2007","Technology","EDP Services","http://www.nasdaq.com/symbol/vrtu",
"VISN","VisionChina Media, Inc.","10.25","32692559.5","3189518","1993","Technology","Advertising","http://www.nasdaq.com/symbol/visn",
"VTSS","Vitesse Semiconductor Corporation","3.06","176049921.24","n/a","1991","Technology","Semiconductors","http://www.nasdaq.com/symbol/vtss",
"VOCS","Vocus, Inc.","10.57","223253715.93","n/a","2005","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/vocs",
"WAVX","Wave Systems Corp.","1.29","41673330.03","n/a","1994","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/wavx",
"WSTG","Wayside Technology Group, Inc.","13.35","62472032.55","n/a","n/a","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/wstg",
"WWWW","Web.com Group, Inc.","30.91","1559520034.16","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/wwww",
"WDC","Western Digital Corporation","71.76","16923711629.76","n/a","1972","Technology","Electronic Components","http://www.nasdaq.com/symbol/wdc",
"WPPGY","WPP plc","103.96","1065306916.92","10247277","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/wppgy",
"WSCI","WSI Industries Inc.","6.06","17601748.74","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wsci",
"XLNX","Xilinx, Inc.","45.5","12116539890","n/a","1990","Technology","Semiconductors","http://www.nasdaq.com/symbol/xlnx",
"XPLR","Xplore Technologies Corp","4.0325","33850591.3975","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/xplr",
"XRSC","XRS Corporation","2.48","26979835.68","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/xrsc",
"XRTX","Xyratex Ltd.","10.76","296524080","n/a","2004","Technology","Electronic Components","http://www.nasdaq.com/symbol/xrtx",
"YHOO","Yahoo! Inc.","33.431","34110357535.735","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/yhoo",
"YNDX","Yandex N.V.","40.805","13319127691.635","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/yndx",
"YY","YY Inc.","54.98","1039419221.88","18905406","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/yy",
"ZBRA","Zebra Technologies Corporation","47.9","2431825759.5","n/a","1991","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/zbra",
"ZIXI","Zix Corporation","4.83","299454493.8","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/zixi",
"ZNGA","Zynga Inc.","3.67","2951947379.45","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/znga",
